,RowID,Model,Question,Answer,Question_category,Question_sub_category,Caption Notes,annotator,video_path,Prompt
213,64.0,Sora,Is there a concrete tower in this video?,"No, the tower inside is made by stone and bricks",Alignment,,,wxy,./new_video_folders/Sora/1ILZ2gKzVPxR0G8EoJLjQobP23EccZruu.mp4,Generate the free fall process of an iron ball from a tower
214,64.0,Sora,What's the material of the ball?,Metal.,Reasoning,,,wxy,./new_video_folders/Sora/1ILZ2gKzVPxR0G8EoJLjQobP23EccZruu.mp4,Generate the free fall process of an iron ball from a tower
215,64.0,Sora,What's  motion of the ball?,Doing pendulum-like motion.,Common sense,,,wxy,./new_video_folders/Sora/1ILZ2gKzVPxR0G8EoJLjQobP23EccZruu.mp4,Generate the free fall process of an iron ball from a tower
216,64.0,Sora,Does the ball follow a straight-line in its motion?,"No, it's doing pendulum-like motion.",Common sense,,,wxy,./new_video_folders/Sora/1ILZ2gKzVPxR0G8EoJLjQobP23EccZruu.mp4,Generate the free fall process of an iron ball from a tower
217,64.0,Sora,We know that the free fall involves a strainght line motion. Does the ball follow a straight-line in its motion?,"No, it's doing pendulum-like motion.",Common sense,,,wxy,./new_video_folders/Sora/1ILZ2gKzVPxR0G8EoJLjQobP23EccZruu.mp4,Generate the free fall process of an iron ball from a tower
218,64.0,Sora,Does the ball involves a free fall?,"No, it's doing pendulum-like motion, but there's no constraints or visible supports of the ball, indicating the physical violations.",Common sense,,,wxy,./new_video_folders/Sora/1ILZ2gKzVPxR0G8EoJLjQobP23EccZruu.mp4,Generate the free fall process of an iron ball from a tower
219,64.0,Sora,"We know that an object should free fall if it does not have support or constraints, due to the gravity. Does the ball involves a free fall?","No, it's doing pendulum-like motion, but there's no constraints or visible supports of the ball, indicating the physical violations.",Common sense,,,wxy,./new_video_folders/Sora/1ILZ2gKzVPxR0G8EoJLjQobP23EccZruu.mp4,Generate the free fall process of an iron ball from a tower
220,66.0,Sora,Is the sun in this video?,"No, there's a star in this video, but the pattern on its surface resembles the continent of the earth.",Common sense,,,wxy,./new_video_folders/Sora/1CSjWDH7MejTaO67WyWljkkrE_guBvBCb.mp4,Generate the video showing the Earth is revolving around the Sun
221,66.0,Sora,Is the earth in this video?,"No, only a star and its blue rings.",Alignment,,,wxy,./new_video_folders/Sora/1CSjWDH7MejTaO67WyWljkkrE_guBvBCb.mp4,Generate the video showing the Earth is revolving around the Sun
222,66.0,Sora,We know the sun doe not have continent-like pattern on its surface. Is there the sun in this video?,"No, there's a star in this video, but the pattern on its surface resembles the continent of the earth.",Common sense,,,wxy,./new_video_folders/Sora/1CSjWDH7MejTaO67WyWljkkrE_guBvBCb.mp4,Generate the video showing the Earth is revolving around the Sun
223,66.0,Sora,We know the sun doe not have rings. Is there the sun in this video?,"No, the sun only has planets surroudings it.",Common sense,,,wxy,./new_video_folders/Sora/1CSjWDH7MejTaO67WyWljkkrE_guBvBCb.mp4,Generate the video showing the Earth is revolving around the Sun
224,66.0,Sora,Does the size of the ring changing over time?,"Yes, the ring's size getting larger.",Consistency ,,,wxy,./new_video_folders/Sora/1CSjWDH7MejTaO67WyWljkkrE_guBvBCb.mp4,Generate the video showing the Earth is revolving around the Sun
225,66.0,Sora,What's the motion of the star?,"Self-revolving, given the motion of its surface pattern.",Reasoning,,,wxy,./new_video_folders/Sora/1CSjWDH7MejTaO67WyWljkkrE_guBvBCb.mp4,Generate the video showing the Earth is revolving around the Sun
226,68.0,Sora,Could you see the orbit for circular motion?,"Only in the middle part of the video, while its changes from the rings of the star in the middle and change back.",Consistent,,,wxy,./new_video_folders/Sora/10q55ckCYlxc0hQGPK_BkGMIWAFO6d7Vw.mp4,"A scientifically accurate animation of the Earth revolving around the Sun in its elliptical orbit. The Sun remains fixed at the center, glowing brightly, while the Earth orbits smoothly over the course of a full year. The Earth's axial tilt of 23.5 degrees is visible, causing seasonal changes. As the Earth moves, it also rotates on its axis, creating a realistic day-night cycle. The background is a vast space with stars, and the camera perspective follows the orbit from a heliocentric view, clearly showing the path of revolution."
227,68.0,Sora,What's the size of the earth?,"Changing from large to small, disappear in the end.",Alignment,,,wxy,./new_video_folders/Sora/10q55ckCYlxc0hQGPK_BkGMIWAFO6d7Vw.mp4,"A scientifically accurate animation of the Earth revolving around the Sun in its elliptical orbit. The Sun remains fixed at the center, glowing brightly, while the Earth orbits smoothly over the course of a full year. The Earth's axial tilt of 23.5 degrees is visible, causing seasonal changes. As the Earth moves, it also rotates on its axis, creating a realistic day-night cycle. The background is a vast space with stars, and the camera perspective follows the orbit from a heliocentric view, clearly showing the path of revolution."
228,68.0,Sora,What's the motion of the earth?,Moving far away from the view point,Alignment,,,wxy,./new_video_folders/Sora/10q55ckCYlxc0hQGPK_BkGMIWAFO6d7Vw.mp4,"A scientifically accurate animation of the Earth revolving around the Sun in its elliptical orbit. The Sun remains fixed at the center, glowing brightly, while the Earth orbits smoothly over the course of a full year. The Earth's axial tilt of 23.5 degrees is visible, causing seasonal changes. As the Earth moves, it also rotates on its axis, creating a realistic day-night cycle. The background is a vast space with stars, and the camera perspective follows the orbit from a heliocentric view, clearly showing the path of revolution."
229,68.0,Sora,Doe the sun move further from the view point?,"Yes, given the constant size of the sun over time.",Common sense,,,wxy,./new_video_folders/Sora/10q55ckCYlxc0hQGPK_BkGMIWAFO6d7Vw.mp4,"A scientifically accurate animation of the Earth revolving around the Sun in its elliptical orbit. The Sun remains fixed at the center, glowing brightly, while the Earth orbits smoothly over the course of a full year. The Earth's axial tilt of 23.5 degrees is visible, causing seasonal changes. As the Earth moves, it also rotates on its axis, creating a realistic day-night cycle. The background is a vast space with stars, and the camera perspective follows the orbit from a heliocentric view, clearly showing the path of revolution."
230,68.0,Sora,Does the relative position between the sun and the earth change?,"Yes, given the change of the size of both objects.",Common sense,,,wxy,./new_video_folders/Sora/10q55ckCYlxc0hQGPK_BkGMIWAFO6d7Vw.mp4,"A scientifically accurate animation of the Earth revolving around the Sun in its elliptical orbit. The Sun remains fixed at the center, glowing brightly, while the Earth orbits smoothly over the course of a full year. The Earth's axial tilt of 23.5 degrees is visible, causing seasonal changes. As the Earth moves, it also rotates on its axis, creating a realistic day-night cycle. The background is a vast space with stars, and the camera perspective follows the orbit from a heliocentric view, clearly showing the path of revolution."
231,68.0,Sora,We know that the change of the ratio between the size of two objects indicates the relative motion. Does the relative position between the sun and the earth change?,"Yes, given the change of the size of both objects.",Common sense,,,wxy,./new_video_folders/Sora/10q55ckCYlxc0hQGPK_BkGMIWAFO6d7Vw.mp4,"A scientifically accurate animation of the Earth revolving around the Sun in its elliptical orbit. The Sun remains fixed at the center, glowing brightly, while the Earth orbits smoothly over the course of a full year. The Earth's axial tilt of 23.5 degrees is visible, causing seasonal changes. As the Earth moves, it also rotates on its axis, creating a realistic day-night cycle. The background is a vast space with stars, and the camera perspective follows the orbit from a heliocentric view, clearly showing the path of revolution."
232,71.0,Sora,How many wheels does the robot have?,"Starting at four, but the fifth one suddenly appears over time. ",Consistency,,,wxy,./new_video_folders/Sora/1B_NR426r5-gJcokPoV_Z4-HEpgEozu1b.mp4,"Generate the video showing a robot collides with a obstacle, top-down view"
233,71.0,Sora,Does the robot collide with the wall?,No. It's static.,Alignment,,,wxy,./new_video_folders/Sora/1B_NR426r5-gJcokPoV_Z4-HEpgEozu1b.mp4,"Generate the video showing a robot collides with a obstacle, top-down view"
234,71.0,Sora,Is the camera moving around?,"Yes, as the postion of the vehicle is static and the viewing point is moving.",Reasoning,,,wxy,./new_video_folders/Sora/1B_NR426r5-gJcokPoV_Z4-HEpgEozu1b.mp4,"Generate the video showing a robot collides with a obstacle, top-down view"
235,71.0,Sora,Is there any hold on the wall?,"Yes, a hole suddenly appears in the video.",Consistency,,,wxy,./new_video_folders/Sora/1B_NR426r5-gJcokPoV_Z4-HEpgEozu1b.mp4,"Generate the video showing a robot collides with a obstacle, top-down view"
236,71.0,Sora,Does the wheels of the vehicle moving?,"Yes, the number of wheels changes from four to five and after the fifth one appears, the distribution of wheels becomes more uniform.",Consistency,,,wxy,./new_video_folders/Sora/1B_NR426r5-gJcokPoV_Z4-HEpgEozu1b.mp4,"Generate the video showing a robot collides with a obstacle, top-down view"
237,71.0,Sora,We know the collsion involves a contact between two objects. Does the robot collide with the wall?,No. It's static.,Common Sense,,,wxy,./new_video_folders/Sora/1B_NR426r5-gJcokPoV_Z4-HEpgEozu1b.mp4,"Generate the video showing a robot collides with a obstacle, top-down view"
238,72.0,Sora,Is this video taken in the day time?,"Yes, given the background illumination conditions.",Alignment,,,wxy,./new_video_folders/Sora/1SsaEVjJc0U3EPTp2i2lbupiMy1Ctzyde.mp4,Dew drops on leaves in the morning
239,72.0,Sora,Does the dew drops on the stem and leaves have sphere shape in this video?,Yes. All observable dew drops are sphere in this video.,Common Sense,,,wxy,./new_video_folders/Sora/1SsaEVjJc0U3EPTp2i2lbupiMy1Ctzyde.mp4,Dew drops on leaves in the morning
240,72.0,Sora,We know that the dew drops should be more flatten due to the gravity when a support exist. Does the dew drops on the stem and leaves have sphere shape in this video?,"Yes. All observable dew drops are sphere in this video, which violates the gravity law as those on the upper side should be flattened and lower side ones should fall down.",Common Sense,,,wxy,./new_video_folders/Sora/1SsaEVjJc0U3EPTp2i2lbupiMy1Ctzyde.mp4,Dew drops on leaves in the morning
241,72.0,Sora,What's the dynamic of the leaf on the background?,"Shaking, indicating the existence of wind.",Reasoning,,,wxy,./new_video_folders/Sora/1SsaEVjJc0U3EPTp2i2lbupiMy1Ctzyde.mp4,Dew drops on leaves in the morning
242,72.0,Sora,Is there wind in this video?,"Yes, indicated by the shaking leaf on the background.",Reasoning,,,wxy,./new_video_folders/Sora/1SsaEVjJc0U3EPTp2i2lbupiMy1Ctzyde.mp4,Dew drops on leaves in the morning
243,73.0,Sora,How many birds could be found in this video?,One,Alignment,,,wxy,./new_video_folders/Sora/1RrHSd3DJnhtcMgN3mg4waiFZzMRL8oQZ.mp4,Generate a lighthouse and a flying seagull in the sky
244,73.0,Sora,Does the position of the seagull in the front change over time?,"No, The relative position of the seagull and the lighthouse does not change. ",Common Sense,,,wxy,./new_video_folders/Sora/1RrHSd3DJnhtcMgN3mg4waiFZzMRL8oQZ.mp4,Generate a lighthouse and a flying seagull in the sky
245,73.0,Sora,The relative positon of a flying seagull and a lighthouse  will change over time. Does the position of the seagull in the front change over time?,"No, The relative position of the seagull and the lighthouse does not change much during the video period. ",Common Sense,,,wxy,./new_video_folders/Sora/1RrHSd3DJnhtcMgN3mg4waiFZzMRL8oQZ.mp4,Generate a lighthouse and a flying seagull in the sky
246,73.0,Sora,What's the seagull doing?,"Flying, but its position in the frame does not change, indicating the violation of the physics.",Reasoning,,,wxy,./new_video_folders/Sora/1RrHSd3DJnhtcMgN3mg4waiFZzMRL8oQZ.mp4,Generate a lighthouse and a flying seagull in the sky
247,73.0,Sora,Where's the sun?,"On the upper-right, but not in the scene, indicated by the illuminated region on the rock and the shadow of the seagull.",Reasoning,,,wxy,./new_video_folders/Sora/1RrHSd3DJnhtcMgN3mg4waiFZzMRL8oQZ.mp4,Generate a lighthouse and a flying seagull in the sky
248,73.0,Sora,Is the sun visible in the video?,No.,Alignment,,,wxy,./new_video_folders/Sora/1RrHSd3DJnhtcMgN3mg4waiFZzMRL8oQZ.mp4,Generate a lighthouse and a flying seagull in the sky
249,74.0,Sora,How many seats does the car have?,"Two, but they are not in the same line",Alignment,,,wxy,./new_video_folders/Sora/1poVWuWv9czLT0n7j9N6YZSpmwO41flgH.mp4,Generate an alligator driving a car
250,74.0,Sora,Who's driving the car?,An alligator is wearing a vibrant red Hawaiian shirt with green and white patterns,Alignment,,,wxy,./new_video_folders/Sora/1poVWuWv9czLT0n7j9N6YZSpmwO41flgH.mp4,Generate an alligator driving a car
251,74.0,Sora,Is the man wearing the sunglasses?,There's no man inside.,Reasoning,,,wxy,./new_video_folders/Sora/1poVWuWv9czLT0n7j9N6YZSpmwO41flgH.mp4,Generate an alligator driving a car
252,74.0,Sora,Is the alligator wearing the sunglasses?,Yes.,Reasoning,,,wxy,./new_video_folders/Sora/1poVWuWv9czLT0n7j9N6YZSpmwO41flgH.mp4,Generate an alligator driving a car
253,74.0,Sora,Can we see alligator driving on the road?,"No, the alligator cannot drive.",Common sense,,,wxy,./new_video_folders/Sora/1poVWuWv9czLT0n7j9N6YZSpmwO41flgH.mp4,Generate an alligator driving a car
254,74.0,Sora,Can we see alligator driving on the road in this video?,"Yes, the alligator is driving the car.",Common sense,,,wxy,./new_video_folders/Sora/1poVWuWv9czLT0n7j9N6YZSpmwO41flgH.mp4,Generate an alligator driving a car
255,74.0,Sora,The alligator cannot drive in reality. Can we see alligator driving on the road in this video?,"Yes, the alligator is driving the car.",Common sense,,,wxy,./new_video_folders/Sora/1poVWuWv9czLT0n7j9N6YZSpmwO41flgH.mp4,Generate an alligator driving a car
256,74.0,Sora,The alligator cannot drive in reality. Can we see a man driving on the road in this video?,There's no man inside.,Common sense,,,wxy,./new_video_folders/Sora/1poVWuWv9czLT0n7j9N6YZSpmwO41flgH.mp4,Generate an alligator driving a car
257,75.0,Sora,How many balls in this video?,"Four in total, thoughout the entire timeline.",Consistency,,,wxy,./new_video_folders/Sora/1MxmJDltt5jUMLysSJ17zwIG6QV5dXCM1.mp4,"generate a cat sitting in front of a window, watching a dog playing in the garden"
258,75.0,Sora,Are there any objects appear or disappear?,"Yes, there are four ball appear in the video in total, while three of them suddenly appears in the scene.",Consistency,,,wxy,./new_video_folders/Sora/1MxmJDltt5jUMLysSJ17zwIG6QV5dXCM1.mp4,"generate a cat sitting in front of a window, watching a dog playing in the garden"
259,75.0,Sora,Is there any glass inside?,"Yes, given the reflection of the cat on the glass and the existence of the window.",Reasoning,,,wxy,./new_video_folders/Sora/1MxmJDltt5jUMLysSJ17zwIG6QV5dXCM1.mp4,"generate a cat sitting in front of a window, watching a dog playing in the garden"
260,75.0,Sora,What's the color of the ball?,"The ball is round and has multiple colors, including blue, red, and yellow",Alignment,,,wxy,./new_video_folders/Sora/1MxmJDltt5jUMLysSJ17zwIG6QV5dXCM1.mp4,"generate a cat sitting in front of a window, watching a dog playing in the garden"
261,75.0,Sora,Is there any flowers in the garden within the video?,No visible flowers inside.,Alignment,,,wxy,./new_video_folders/Sora/1MxmJDltt5jUMLysSJ17zwIG6QV5dXCM1.mp4,"generate a cat sitting in front of a window, watching a dog playing in the garden"
262,75.0,Sora,What's the dog doing?,Playing with the ball.,Alignment,,,wxy,./new_video_folders/Sora/1MxmJDltt5jUMLysSJ17zwIG6QV5dXCM1.mp4,"generate a cat sitting in front of a window, watching a dog playing in the garden"
263,76.0,Sora,How many people in this video?,"Two, a man and a woman.",Alignment,,,wxy,./new_video_folders/Sora/1lh5NwGLbJgJrHgpYgxL0bMxxJkUJLUyn.mp4,a man and a woman riding a horse
264,76.0,Sora,Is there a woman sitting in the front in this video?,"No, the woman is sitting behind. ",Alignment,,,wxy,./new_video_folders/Sora/1lh5NwGLbJgJrHgpYgxL0bMxxJkUJLUyn.mp4,a man and a woman riding a horse
265,76.0,Sora,How many houses inside?,Only one.,Alignment,,,wxy,./new_video_folders/Sora/1lh5NwGLbJgJrHgpYgxL0bMxxJkUJLUyn.mp4,a man and a woman riding a horse
266,76.0,Sora,What's the action of the horse?,Walking slowly.,Reasoning,,,wxy,./new_video_folders/Sora/1lh5NwGLbJgJrHgpYgxL0bMxxJkUJLUyn.mp4,a man and a woman riding a horse
267,76.0,Sora,Are the two people riding on the same horse?,"Yes, given the video provided.",Reasoning,,,wxy,./new_video_folders/Sora/1lh5NwGLbJgJrHgpYgxL0bMxxJkUJLUyn.mp4,a man and a woman riding a horse
268,78.0,Sora,What's the man doing?,Sipping from a white ceramic cup,Reasoning,,,wxy,./new_video_folders/Sora/1lu4mUXE0d5IsYzyFIYPqnRLKqQurBChy.mp4,Generate a man drinking up a cup of coffee 
269,78.0,Sora,Is the man drinking coffee?,Cannot tell with the information provided.,Reasoning,,,wxy,./new_video_folders/Sora/1lu4mUXE0d5IsYzyFIYPqnRLKqQurBChy.mp4,Generate a man drinking up a cup of coffee 
270,78.0,Sora,Where did the cup touch the man's face?,"Near his nose, instead of his lip, indicating the violation of the common sense.",Common Sense,,,wxy,./new_video_folders/Sora/1lu4mUXE0d5IsYzyFIYPqnRLKqQurBChy.mp4,Generate a man drinking up a cup of coffee 
271,78.0,Sora,"We know when the man is drinking from the cup, the cup with beverage inside should touch his lip. Where did the cup touch the man's face?","Near his nose, instead of his lip, indicating the violation of the common sense.",Common Sense,,,wxy,./new_video_folders/Sora/1lu4mUXE0d5IsYzyFIYPqnRLKqQurBChy.mp4,Generate a man drinking up a cup of coffee 
272,78.0,Sora,Is the beverage in the cup hot?,Cannot tell with the information provided.,Reasoning,,,wxy,./new_video_folders/Sora/1lu4mUXE0d5IsYzyFIYPqnRLKqQurBChy.mp4,Generate a man drinking up a cup of coffee 
273,78.0,Sora,Is there anything abnormal in this video?,"Yes. The man drinking with the cup touch his nose, not his lip and mouth, indicating that he cannot actully drink as the beverage cannot flow into his month.",Common Sense,,,wxy,./new_video_folders/Sora/1lu4mUXE0d5IsYzyFIYPqnRLKqQurBChy.mp4,Generate a man drinking up a cup of coffee 
274,79.0,Sora,What's the man doing?,Drinking a glass of wine,Reasoning,,,wxy,./new_video_folders/Sora/1Mc86pGQP_0MCFz2no_VmuilGLbKUnYne.mp4,Generate a man drinking up a cup of wine
275,79.0,Sora,What's the waiter doing?,There's no waiter inside.,Reasoning,,,wxy,./new_video_folders/Sora/1Mc86pGQP_0MCFz2no_VmuilGLbKUnYne.mp4,Generate a man drinking up a cup of wine
276,79.0,Sora,Does the volume of wine in the glass change?,"No, which violates the physics as the man is drinking the wine.",Common Sense,,,wxy,./new_video_folders/Sora/1Mc86pGQP_0MCFz2no_VmuilGLbKUnYne.mp4,Generate a man drinking up a cup of wine
277,79.0,Sora,"We know that if the man is drinking the wine in the glass, the volume of the wine inside the glass will change. Does the volume of wine in the glass change?","No, which violates the physics as the man is drinking the wine.",Common Sense,,,wxy,./new_video_folders/Sora/1Mc86pGQP_0MCFz2no_VmuilGLbKUnYne.mp4,Generate a man drinking up a cup of wine
278,79.0,Sora,Where did the glass touch the man's face?,"Near his nose, instead of his lip, indicating the violation of the common sense.",Common Sense,,,wxy,./new_video_folders/Sora/1Mc86pGQP_0MCFz2no_VmuilGLbKUnYne.mp4,Generate a man drinking up a cup of wine
279,79.0,Sora,"We know when the man is drinking wine, the glass with wine inside should touch his lip. Where did the glass touch the man's face?","Near his nose, instead of his lip, indicating the violation of the common sense.",Common Sense,,,wxy,./new_video_folders/Sora/1Mc86pGQP_0MCFz2no_VmuilGLbKUnYne.mp4,Generate a man drinking up a cup of wine
280,81.0,Sora,Is there a sink in this video?,No sink could be found in this video.,Alignment,,,wxy,./new_video_folders/Sora/1_-U37GgdjZb9U07AOTCfzp5TBFY-WsI3.mp4,refill a glass of tap water
281,81.0,Sora,How many hands in this video?,None.,Alignment,,,wxy,./new_video_folders/Sora/1_-U37GgdjZb9U07AOTCfzp5TBFY-WsI3.mp4,refill a glass of tap water
282,81.0,Sora,Does the volume of the water in the glass increase?,"Yes, as new water flows in.",Reasoning,,,wxy,./new_video_folders/Sora/1_-U37GgdjZb9U07AOTCfzp5TBFY-WsI3.mp4,refill a glass of tap water
283,81.0,Sora,Does the water appear immediately in the glass after the water comes in?,"Yes, as the amount of the substance should be constant.",Common Sense,,,wxy,./new_video_folders/Sora/1_-U37GgdjZb9U07AOTCfzp5TBFY-WsI3.mp4,refill a glass of tap water
284,81.0,Sora,Does the water appear immediately in the glass after the water comes in?,"No, there is an interval between the two.",Common Sense,,,wxy,./new_video_folders/Sora/1_-U37GgdjZb9U07AOTCfzp5TBFY-WsI3.mp4,refill a glass of tap water
285,81.0,Sora,Is the amount of water in the glass increases in the same pace as the tap water flows in?,"No, the water in the glass increases slower.",Common Sense,,,wxy,./new_video_folders/Sora/1_-U37GgdjZb9U07AOTCfzp5TBFY-WsI3.mp4,refill a glass of tap water
286,83.0,Sora,How many rockets in this video?,"Two, one with camera mounted and one is launching.",Alignment,,,wxy,./new_video_folders/Sora/1l10Ic7u6UaB9Q6TU5xjT6htPcnKpOar-.mp4,"a rocket launching process, using the view point mounted on the top of the rocket"
287,83.0,Sora,What's the dynamic of the rocket with a camera mounted? ,Self-revolving,Reasoning,,,wxy,./new_video_folders/Sora/1l10Ic7u6UaB9Q6TU5xjT6htPcnKpOar-.mp4,"a rocket launching process, using the view point mounted on the top of the rocket"
288,83.0,Sora,What's the starting point of the launching rocket?,Near the end of the one with camera mounted.,Reasoning,,,wxy,./new_video_folders/Sora/1l10Ic7u6UaB9Q6TU5xjT6htPcnKpOar-.mp4,"a rocket launching process, using the view point mounted on the top of the rocket"
289,83.0,Sora,What's relative position of the rocket with respect to the earth?,"In the sky, a distance from the ground.",Reasoning,,,wxy,./new_video_folders/Sora/1l10Ic7u6UaB9Q6TU5xjT6htPcnKpOar-.mp4,"a rocket launching process, using the view point mounted on the top of the rocket"
290,83.0,Sora,How many launching rockets in this video?,"Two, one launching ",Alignment,,,wxy,./new_video_folders/Sora/1l10Ic7u6UaB9Q6TU5xjT6htPcnKpOar-.mp4,"a rocket launching process, using the view point mounted on the top of the rocket"
291,83.0,Sora,Does any rockets first disappear then appear in this video?,"One, the one launching later in the video, does not appear at the beginining, partly be blocked by the eruption.",Consistency,,,wxy,./new_video_folders/Sora/1l10Ic7u6UaB9Q6TU5xjT6htPcnKpOar-.mp4,"a rocket launching process, using the view point mounted on the top of the rocket"
292,59.0,pixverse,How many launching rockets in this video?,"None, one is settling down, the other is static.",Alignment ,,,wxy,./new_video_folders/pixverse/1oABUQ-4WSRKwNl2KxJp8gCqDAZdk9IrL.mp4,Generate a video for launching two rockets
293,59.0,pixverse,Is there any fast moving objects inside this video?,"No, we can only see a rocket settling down slowly.",Reasoning,,,wxy,./new_video_folders/pixverse/1oABUQ-4WSRKwNl2KxJp8gCqDAZdk9IrL.mp4,Generate a video for launching two rockets
294,59.0,pixverse,Does the launching rocket moving upwards in this video? ,"No. The rocket is moving downwards, indicating its settling down.",Common Sense,,,wxy,./new_video_folders/pixverse/1oABUQ-4WSRKwNl2KxJp8gCqDAZdk9IrL.mp4,Generate a video for launching two rockets
295,59.0,pixverse,"We know that when the rocket is launching, it will moving upwards in a very fast speed. Does the launching rocket moving upwards in this video?","No. The rocket is moving downwards, indicating its settling down.",Common Sense,,,wxy,./new_video_folders/pixverse/1oABUQ-4WSRKwNl2KxJp8gCqDAZdk9IrL.mp4,Generate a video for launching two rockets
296,59.0,pixverse,How many static rockets in this video?,Only one. ,Alignment ,,,wxy,./new_video_folders/pixverse/1oABUQ-4WSRKwNl2KxJp8gCqDAZdk9IrL.mp4,Generate a video for launching two rockets
297,59.0,pixverse,Is there any operating rocket inside?,"Yes, one is settling down.",Common Sense,,,wxy,./new_video_folders/pixverse/1oABUQ-4WSRKwNl2KxJp8gCqDAZdk9IrL.mp4,Generate a video for launching two rockets
298,59.0,pixverse,"We know the operating rockets erupts fire, smoke and stream. Is there any operating rocket inside?","Yes, one is settling down.",Common Sense,,,wxy,./new_video_folders/pixverse/1oABUQ-4WSRKwNl2KxJp8gCqDAZdk9IrL.mp4,Generate a video for launching two rockets
299,62.0,pixverse,How many watermelon inside?,One almost complete. One quarter.,Alignment,,,wxy,./new_video_folders/pixverse/1NfOQ__1RC63eD5Lq-hF5BtTtCPXqXmhb.mp4,Generate the process that a bullet is shot into a watermelon
300,62.0,pixverse,Do you see any explosion inside?,"yes, indicated any the white smoke and stream when the bullet touches the watermelon.",Reasoning,,,wxy,./new_video_folders/pixverse/1NfOQ__1RC63eD5Lq-hF5BtTtCPXqXmhb.mp4,Generate the process that a bullet is shot into a watermelon
301,62.0,pixverse,Is such breaking process observed in this video?,No. The watermelon maintains the same shape before and after the shot.,Common Sense,,,wxy,./new_video_folders/pixverse/1NfOQ__1RC63eD5Lq-hF5BtTtCPXqXmhb.mp4,Generate the process that a bullet is shot into a watermelon
302,62.0,pixverse,"We know when the bullet shot into the watermelon, the watermelon will break into parts. Is such breaking process observed in this video?",No. The watermelon maintains the same shape before and after the shot.,Common Sense,,,wxy,./new_video_folders/pixverse/1NfOQ__1RC63eD5Lq-hF5BtTtCPXqXmhb.mp4,Generate the process that a bullet is shot into a watermelon
303,62.0,pixverse,Did you see any change over the bullet's shape?,"Yes, the bullet's bottom becomes shaper and the bullet cannot lift up.",Consistency ,,,wxy,./new_video_folders/pixverse/1NfOQ__1RC63eD5Lq-hF5BtTtCPXqXmhb.mp4,Generate the process that a bullet is shot into a watermelon
304,62.0,pixverse,Did you see the bullet's shot into the watermelon?,"No, the bullet is still on the table.",Consistency ,,,wxy,./new_video_folders/pixverse/1NfOQ__1RC63eD5Lq-hF5BtTtCPXqXmhb.mp4,Generate the process that a bullet is shot into a watermelon
305,62.0,pixverse,"We know that when the bullet shot into the watermelon, it will go through the watermelon and may be disappear. Did you see the bullet's shot into the watermelon?","No, the bullet is still on the table.",Consistency ,,,wxy,./new_video_folders/pixverse/1NfOQ__1RC63eD5Lq-hF5BtTtCPXqXmhb.mp4,Generate the process that a bullet is shot into a watermelon
306,64.0,pixverse,Did you see a thin metal chain connecting the ball in this video?,"Yes, there is a thin metal chain suddenly appears in the video, which does not exist in the video at very beginning.",Consistency ,,,wxy,./new_video_folders/pixverse/1S9sgNpVMSj5xnkKhUGSPOeSquuF6_jsz.mp4,Generate the free fall process of an iron ball from a tower
307,64.0,pixverse,What's the action of the ball?,"Floating in the air with a slow downward moving tendency, indicating some physical violations or some physical constraints ",Reasoning,,,wxy,./new_video_folders/pixverse/1S9sgNpVMSj5xnkKhUGSPOeSquuF6_jsz.mp4,Generate the free fall process of an iron ball from a tower
308,64.0,pixverse,Does this video depict a free fall process of the ball?,"No, the ball is floating in the air with a slow downward moving tendency, indicating some physical violations or some physical constraints ",Reasoning,,,wxy,./new_video_folders/pixverse/1S9sgNpVMSj5xnkKhUGSPOeSquuF6_jsz.mp4,Generate the free fall process of an iron ball from a tower
309,64.0,pixverse,What causes the motion of the ball?,"The movement of the sphere suggests a light breeze or a slight vibration in the structure, while the level of such motion does not indicate the effect of the gravity.",Reasoning,,,wxy,./new_video_folders/pixverse/1S9sgNpVMSj5xnkKhUGSPOeSquuF6_jsz.mp4,Generate the free fall process of an iron ball from a tower
310,64.0,pixverse,Did you see a tower in this video?,"We can find a series of vertical metal bars, which seem to be part of a larger structure, possibly a bridge or an industrial setting, but it's hard to tell if there is a tower.",Alignment,,,wxy,./new_video_folders/pixverse/1S9sgNpVMSj5xnkKhUGSPOeSquuF6_jsz.mp4,Generate the free fall process of an iron ball from a tower
311,64.0,pixverse,What's the material of the ball?,"The ball appears to be made of a weathered metal, possibly steel or iron, with a rough, textured surface that shows signs of wear and rust.",Alignment,,,wxy,./new_video_folders/pixverse/1S9sgNpVMSj5xnkKhUGSPOeSquuF6_jsz.mp4,Generate the free fall process of an iron ball from a tower
312,68.0,pixverse,Is the sun in this video?,"No, there's a star in the first half of this video, but cannot tell if there's the sun.",Alignment,,,wxy,./new_video_folders/pixverse/156QSr6ZQ8RvFjIByTa-5OZ_UyBW9t1Ia.mp4,"A scientifically accurate animation of the Earth revolving around the Sun in its elliptical orbit. The Sun remains fixed at the center, glowing brightly, while the Earth orbits smoothly over the course of a full year. The Earth's axial tilt of 23.5 degrees is visible, causing seasonal changes. As the Earth moves, it also rotates on its axis, creating a realistic day-night cycle. The background is a vast space with stars, and the camera perspective follows the orbit from a heliocentric view, clearly showing the path of revolution."
